Marca_temporal,Departamento,Municipio,FechaHora,Incidente,SubIncidente,Coordenadas,latitud,Longitud
2024-01-05T11:20:42.723Z,Francisco Morazan ,Distrito Central,2024-01-05T09:50:00Z,Accidente de Transito,Colisión,"14.060141660019129, -87.17516117749905",14.060141660019129,-87.17516117749905
2024-01-05T11:45:55.984Z,Comayagua ,San Jerónimo ,2024-01-05T08:32:00Z,Accidente de Transito,Colisión,"14.44928615628306, -87.64527148157893",14.44928615628306,-87.64527148157893
2024-01-05T11:53:56.651Z,Intibuca ,San Juan ,2024-01-05T09:09:00Z,Accidente de Transito,Colisión,"14.401045999649691, -88.42157468516903",14.401045999649691,-88.42157468516903
2024-01-05T11:58:53.119Z,Intibuca ,Dolores ,2024-01-05T08:27:00Z,Accidente de Transito,Colisión,"14.242096735975466, -88.37678716399543",14.242096735975466,-88.37678716399543
2024-01-05T13:18:40.239Z,Francisco Morazan ,Distrito Central,2024-01-05T08:16:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.041222757007828, -87.20518921540217",14.041222757007828,-87.20518921540217
2024-01-05T13:23:36.837Z,Comayagua ,Meámbar ,2024-01-05T10:12:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.785038342598835, -87.76904578478204",14.785038342598835,-87.76904578478204
2024-01-05T13:25:26.196Z,Choluteca ,Marcovia ,2024-01-04T18:22:00Z,Incendio,Vehicular,"13.328675, -87.279704",13.328675,-87.279704
2024-01-05T13:27:42.075Z,Choluteca ,Choluteca ,2024-01-04T18:29:00Z,Accidente de Transito,Choque,"13.310035, -87.181226",13.310035,-87.181226
2024-01-05T13:28:47.554Z,Choluteca ,Marcovia ,2024-01-04T19:01:00Z,Emergencia Medica,Emergencia Médica,"13.292036, -87.298920",13.292036,-87.298920
2024-01-05T13:29:45.659Z,Choluteca ,Pespire ,2024-01-04T19:03:00Z,Emergencia Medica,Emergencia Médica,"13.592045, -87.362611 ",13.592045,-87.362611
2024-01-05T13:32:03.359Z,Choluteca ,Choluteca ,2024-01-04T19:33:00Z,Accidente de Transito,Colisión,"13.317793, -87.194300",13.317793,-87.194300
2024-01-05T13:33:02.334Z,Choluteca ,Choluteca ,2024-01-04T19:37:00Z,Delitos Contra La Propiedad,Robo A Personas,"13.301960, -87.190473",13.301960,-87.190473
2024-01-05T13:33:53.165Z,Choluteca ,Choluteca ,2024-01-04T20:07:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"13.283522, -87.180732",13.283522,-87.180732
2024-01-05T13:35:28.6Z,Choluteca ,Choluteca ,2024-01-04T20:24:00Z,Emergencia Medica,Emergencia Médica,"13.365453, -87.287280",13.365453,-87.287280
2024-01-05T13:38:47.921Z,Cortes,Choloma ,2024-01-05T06:44:00Z,Accidente de Transito,Colisión,"15.34185, -87.57059",15.34185,-87.57059
2024-01-05T13:39:41.18Z,Olancho ,San Francisco De La Paz ,2024-01-05T09:34:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.874957627703928, -86.18217856396188",14.874957627703928,-86.18217856396188
2024-01-05T13:41:10.164Z,Choluteca ,El Corpus ,2024-01-04T20:57:00Z,Emergencia Medica,Emergencia Médica,"13.287599, -87.034245",13.287599,-87.034245
2024-01-05T13:42:14.352Z,Choluteca ,Choluteca ,2024-01-04T21:06:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"13.283817, -87.180555",13.283817,-87.180555
2024-01-05T13:43:13.479Z,Choluteca ,Choluteca ,2024-01-04T21:37:00Z,Delitos Contra La Propiedad,Extorsión,"13.298912, -87.198889",13.298912,-87.198889
2024-01-05T13:45:32.855Z,Choluteca ,Choluteca ,2024-01-04T22:14:00Z,Accidente de Transito,Colisión,"13.306882, -87.191847 ",13.306882,-87.191847
2024-01-05T13:46:35.992Z,Choluteca ,San Marcos de Colón ,2024-01-04T22:20:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"13.436136, -86.807174",13.436136,-86.807174
2024-01-05T13:47:36.58Z,Valle,San Lorenzo,2024-01-05T00:02:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"13.430068, -87.450624",13.430068,-87.450624
2024-01-05T13:48:58.999Z,Valle,Goascorán ,2024-01-05T08:44:00Z,Accidente de Transito,Colisión,"13.613452, -87.753025",13.613452,-87.753025
2024-01-05T13:49:51.093Z,Francisco Morazan ,San Antonio de Oriente ,2024-01-05T10:24:00Z,Delitos Contra la Niñez Adolescencia,Maltrato Familiar,"14.045387792694255, -87.02300551606264",14.045387792694255,-87.02300551606264
2024-01-05T13:53:35.063Z,Cortes,San Pedro Sula ,2024-01-05T07:21:00Z,Accidente de Transito,Colisión,"15.28424, -87.57505",15.28424,-87.57505
2024-01-05T14:01:16.169Z,Choluteca ,Choluteca ,2024-01-05T10:24:00Z,Emergencia Medica,Emergencia Médica,"13.308822, -87.193713",13.308822,-87.193713
2024-01-05T14:02:12.166Z,Choluteca ,Choluteca ,2024-01-05T11:27:00Z,Accidente de Transito,Colisión,"13.318138, -87.201930 ",13.318138,-87.201930
2024-01-05T14:03:38.807Z,Choluteca ,San Marcos de Colón ,2024-01-05T12:04:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.437376, -86.805823",13.437376,-86.805823
2024-01-05T14:04:45.549Z,Choluteca ,Choluteca ,2024-01-05T12:14:00Z,Accidente de Transito,Choque,"13.309701, -87.185706",13.309701,-87.185706
2024-01-05T14:14:07.788Z,Choluteca ,Choluteca ,2024-01-05T12:14:00Z,Accidente de Transito,Colisión,"13.309766, -87.173637",13.309766,-87.173637
2024-01-05T15:14:38.273Z,Francisco Morazan ,Distrito Central,2024-01-05T07:24:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.106400939826953, -87.24377142000498",14.106400939826953,-87.24377142000498
2024-01-05T15:20:22.208Z,Francisco Morazan ,Distrito Central,2024-01-05T07:51:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.085707384537075, -87.23172138782333",14.085707384537075,-87.23172138782333
2024-01-05T15:24:37.236Z,Francisco Morazan ,Distrito Central,2024-01-05T11:28:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.08926872890247, -87.19719830175472",14.08926872890247,-87.19719830175472
2024-01-05T15:32:30.818Z,Francisco Morazan ,Distrito Central,2024-01-05T11:47:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.099315512020313, -87.19876068526607",14.099315512020313,-87.19876068526607
2024-01-05T15:37:01.258Z,Francisco Morazan ,Distrito Central,2024-01-05T12:22:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.095156300739173, -87.21067811068261",14.095156300739173,-87.21067811068261
2024-01-05T15:57:57.458Z,Cortes,San Pedro Sula ,2024-01-05T07:24:00Z,Delitos Contra La Propiedad,Robo A Personas,"15.30270, -88.00125",15.30270,-88.00125
2024-01-05T16:02:19.689Z,Francisco Morazan ,Distrito Central,2024-01-05T12:23:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.051672682616065, -87.19816109850753",14.051672682616065,-87.19816109850753
2024-01-05T16:12:01.368Z,Francisco Morazan ,Valle de Angeles ,2024-01-05T08:59:00Z,Desastres Naturales,Derrumbes,"14.160344281464278, -87.03973409766533",14.160344281464278,-87.03973409766533
2024-01-05T16:19:08.036Z,Francisco Morazan ,Distrito Central,2024-01-05T15:26:00Z,Incendio,Líneas Y Tendido Eléctrico,"14.108975599721122, -87.24299646162335",14.108975599721122,-87.24299646162335
2024-01-05T16:23:14.802Z,El Paraiso ,Danlí,2024-01-05T10:08:00Z,Incendio,Líneas Y Tendido Eléctrico,"14.040291218135886, -86.5702924383238",14.040291218135886,-86.5702924383238
2024-01-05T16:30:21.126Z,El Paraiso ,Danlí,2024-01-05T09:57:00Z,Incendio,Líneas Y Tendido Eléctrico,"14.083463047077036, -87.2201591145964",14.083463047077036,-87.2201591145964
2024-01-05T16:31:17.903Z,Valle,San Lorenzo,2024-01-05T13:35:00Z,Accidente de Transito,Colisión,"13.431471, -87.452072",13.431471,-87.452072
2024-01-05T16:31:31.929Z,Cortes,San Manuel ,2024-01-05T07:25:00Z,Emergencia Medica,Emergencia Médica,15.22183 -87.56037,15.22183 ,-87.56037
2024-01-05T16:32:00.832Z,Choluteca ,Choluteca ,2024-01-05T13:37:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.284105, -87.180237 ",13.284105,-87.180237
2024-01-05T16:32:58.594Z,Valle,Nacaome ,2024-01-05T13:39:00Z,Accidente de Transito,Colisión,"13.539687, -87.485364",13.539687,-87.485364
2024-01-05T16:34:56.16Z,Choluteca ,Choluteca ,2024-01-05T14:45:00Z,Emergencia Medica,Emergencia Médica,"13.304796, -87.192314",13.304796,-87.192314
2024-01-05T16:35:20.337Z,Comayagua ,Comayagua ,2024-01-05T07:58:00Z,Incendio,Vehicular,"14.446807848879942, -87.64822097956981",14.446807848879942,-87.64822097956981
2024-01-05T16:35:49.113Z,Choluteca ,Choluteca ,2024-01-05T15:45:00Z,Emergencia Medica,Emergencia Médica,"13.321157, -87.173284",13.321157,-87.173284
2024-01-05T16:42:48.281Z,Cortes,San Pedro Sula ,2024-01-05T08:22:00Z,Emergencia Medica,Emergencia Médica,15.29580 -88.01044,15.29580 ,-88.01044
2024-01-05T16:57:04.336Z,Francisco Morazan ,Distrito Central,2024-01-05T11:44:00Z,Accidente de Transito,Colisión,"14.06209092462798, -87.2207266073296",14.06209092462798,-87.2207266073296
2024-01-05T17:13:25.292Z,Francisco Morazan ,Distrito Central,2024-01-05T12:32:00Z,Accidente de Transito,Choque,"14.06709799339866, -87.21276644408367",14.06709799339866,-87.21276644408367
2024-01-05T17:26:39.11Z,Francisco Morazan ,Distrito Central,2024-01-05T12:52:00Z,Accidente de Transito,Choque,"14.107847187216429, -87.1892174398219",14.107847187216429,-87.1892174398219
2024-01-05T17:37:49.585Z,Francisco Morazan ,Distrito Central,2024-01-05T12:52:00Z,Accidente de Transito,Colisión,"14.10429697262262, -87.19337667286598",14.10429697262262,-87.19337667286598
2024-01-05T17:50:38.235Z,Francisco Morazan ,Distrito Central,2024-01-05T12:59:00Z,Accidente de Transito,Choque,"14.113364995142222, -87.19369181216983",14.113364995142222,-87.19369181216983
2024-01-05T18:01:28.472Z,Francisco Morazan ,Distrito Central,2024-01-05T15:21:00Z,Accidente de Transito,Colisión,"14.092747984535523, -87.20760840773832",14.092747984535523,-87.20760840773832
2024-01-05T18:18:55.768Z,Francisco Morazan ,Distrito Central,2024-01-05T15:21:00Z,Accidente de Transito,Colisión,"14.09187628463457, -87.24860276048123",14.09187628463457,-87.24860276048123
2024-01-05T18:22:52.204Z,Francisco Morazan ,Distrito Central,2024-01-05T15:27:00Z,Accidente de Transito,Colisión,"14.090274474199498, -87.19656344408328",14.090274474199498,-87.19656344408328
2024-01-05T18:26:48.305Z,Francisco Morazan ,Distrito Central,2024-01-05T15:51:00Z,Accidente de Transito,Colisión,"14.05599232345593, -87.22134156310972",14.05599232345593,-87.22134156310972
2024-01-05T18:31:14.77Z,Francisco Morazan ,Distrito Central,2024-01-05T15:56:00Z,Accidente de Transito,Colisión,"14.083275511120162, -87.1785504361874",14.083275511120162,-87.1785504361874
2024-01-05T20:16:29.464Z,Francisco Morazan ,Talanga ,2024-01-05T18:38:00Z,Accidente de Transito,Atropello,"14.414168566787552, -87.1059133548524",14.414168566787552,-87.1059133548524
2024-01-05T20:20:58.89Z,Francisco Morazan ,Distrito Central,2024-01-05T18:42:00Z,Accidente de Transito,Colisión,"14.077977230270257, -87.20113131154511",14.077977230270257,-87.20113131154511
2024-01-05T20:20:59.861Z,Francisco Morazan ,Distrito Central,2024-01-05T17:25:00Z,Accidente de Transito,Colisión,"14.09295344006073, -87.20779911886387",14.09295344006073,-87.20779911886387
2024-01-05T20:27:46.612Z,Francisco Morazan ,Distrito Central,2024-01-05T17:15:00Z,Accidente de Transito,Colisión,"14.099049174380635, -87.2046964717431",14.099049174380635,-87.2046964717431
2024-01-05T20:41:07.547Z,Francisco Morazan ,Distrito Central,2024-01-05T17:31:00Z,Accidente de Transito,Colisión,"14.060400616719063, -87.2198767762446",14.060400616719063,-87.2198767762446
2024-01-05T20:51:13.536Z,Francisco Morazan ,Distrito Central,2024-01-05T17:48:00Z,Accidente de Transito,Despiste,"14.077957539593813, -87.24081273568724",14.077957539593813,-87.24081273568724
2024-01-05T21:00:00.746Z,Francisco Morazan ,Distrito Central,2024-01-05T17:44:00Z,Accidente de Transito,Colisión,"14.103300732518086, -87.21215577060748",14.103300732518086,-87.21215577060748
2024-01-05T21:08:50.953Z,Francisco Morazan ,Distrito Central,2024-01-05T17:39:00Z,Accidente de Transito,Colisión,"14.109994790675591, -87.15407587726392",14.109994790675591,-87.15407587726392
2024-01-05T21:20:58.091Z,Francisco Morazan ,Distrito Central,2024-01-05T17:40:00Z,Accidente de Transito,Colisión,"14.095671726444154, -87.19447227437357",14.095671726444154,-87.19447227437357
2024-01-05T22:51:13.854Z,Francisco Morazan ,Distrito Central,2024-01-05T19:35:00Z,Accidente de Transito,Colisión,"14.077222029445725, -87.25684769070224",14.077222029445725,-87.25684769070224
2024-01-05T22:54:18.887Z,Francisco Morazan ,Distrito Central,2024-01-05T17:01:00Z,Accidente de Transito,Colisión,"14.094452437270315, -87.20768639643197",14.094452437270315,-87.20768639643197
2024-01-05T22:57:09.06Z,Francisco Morazan ,Distrito Central,2024-01-05T20:24:00Z,Accidente de Transito,Colisión,"14.113619908380066, -87.1943408857781",14.113619908380066,-87.1943408857781
2024-01-05T23:03:39.935Z,Francisco Morazan ,Distrito Central,2024-01-05T20:42:00Z,Accidente de Transito,Colisión,"14.041909466736497, -87.21121585140862",14.041909466736497,-87.21121585140862
2024-01-05T23:04:12.581Z,Francisco Morazan ,Distrito Central,2024-01-05T16:56:00Z,Accidente de Transito,Colisión,"14.1008542349845, -87.20447800026467",14.1008542349845,-87.20447800026467
2024-01-05T23:07:19.574Z,Francisco Morazan ,Distrito Central,2024-01-05T18:27:00Z,Accidente de Transito,Colisión,"14.028024583345601, -87.20661931886137",14.028024583345601,-87.20661931886137
2024-01-05T23:10:48.467Z,Francisco Morazan ,Santa Lucia ,2024-01-05T16:53:00Z,Accidente de Transito,Colisión,"13.919451784610288, -88.3910444057289",13.919451784610288,-88.3910444057289
2024-01-05T23:11:39.486Z,Francisco Morazan ,Distrito Central,2024-01-05T20:13:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.110682259595688, -87.18487768588314",14.110682259595688,-87.18487768588314
2024-01-05T23:12:20.331Z,Francisco Morazan ,Distrito Central,2024-01-05T18:59:00Z,Accidente de Transito,Colisión,"14.113024430662636, -87.15476036437414",14.113024430662636,-87.15476036437414
2024-01-05T23:15:02.076Z,Francisco Morazan ,Distrito Central,2024-01-05T19:35:00Z,Accidente de Transito,Colisión,"14.080454913297235, -87.24932047248073",14.080454913297235,-87.24932047248073
2024-01-05T23:18:13.735Z,Francisco Morazan ,Guaimaca ,2024-01-05T20:44:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.401777200059865, -86.87182706458117",14.401777200059865,-86.87182706458117
2024-01-05T23:22:26.892Z,Francisco Morazan ,Distrito Central,2024-01-05T16:28:00Z,Accidente de Transito,Colisión,"14.06024393270674, -87.18273625849771",14.06024393270674,-87.18273625849771
2024-01-05T23:30:29.262Z,Olancho ,Catacamas ,2024-01-05T19:04:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.850660252515018, -85.8842662370059",14.850660252515018,-85.8842662370059
2024-01-05T23:31:10.168Z,Francisco Morazan ,Distrito Central,2024-01-05T16:19:00Z,Accidente de Transito,Colisión,"14.102874773397625, -87.19072509062865",14.102874773397625,-87.19072509062865
2024-01-05T23:33:40.57Z,Comayagua ,Siguatepeque ,2024-01-05T20:03:00Z,Emergencia Medica,Emergencia Médica,"14.713870127294742, -87.83728145833845",14.713870127294742,-87.83728145833845
2024-01-05T23:36:44.002Z,Francisco Morazan ,Distrito Central,2024-01-05T16:29:00Z,Accidente de Transito,Colisión,"14.092611460082, -87.19431928465293",14.092611460082,-87.19431928465293
2024-01-05T23:37:16.179Z,Francisco Morazan ,Distrito Central,2024-01-05T19:05:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.05560953998303, -87.17359114184487",14.05560953998303,-87.17359114184487
2024-01-05T23:40:05.843Z,Francisco Morazan ,Distrito Central,2024-01-05T09:10:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.094724811310064, -87.26478213454884",14.094724811310064,-87.26478213454884
2024-01-05T23:43:56.19Z,Francisco Morazan ,Distrito Central,2024-01-05T19:41:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.100014114616357, -87.21629532086264",14.100014114616357,-87.21629532086264
2024-01-05T23:54:34.15Z,Intibuca ,Yamaranguila ,2024-01-05T19:14:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.281095415818397, -88.2455315003956",14.281095415818397,-88.2455315003956
2024-01-05T23:57:05.19Z,Francisco Morazan ,Distrito Central,2024-01-05T21:57:00Z,Accidente de Transito,Colisión,"14.07799406976826, -87.18528676043398",14.07799406976826,-87.18528676043398
2024-01-05T23:58:08.39Z,Francisco Morazan ,Distrito Central,2024-01-05T21:01:00Z,Accidente de Transito,Colisión,"14.109371089355438, -87.20615735943619",14.109371089355438,-87.20615735943619
2024-01-06T00:00:12.264Z,La Paz ,La Paz ,2024-01-05T19:08:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.31318471025653, -87.68311181214128",14.31318471025653,-87.68311181214128
2024-01-06T00:01:29.213Z,Francisco Morazan ,Distrito Central,2024-01-05T22:14:00Z,Accidente de Transito,Colisión,"14.042141428396592, -87.21112559184262",14.042141428396592,-87.21112559184262
2024-01-06T00:02:48.512Z,Francisco Morazan ,Distrito Central,2024-01-05T21:57:00Z,Accidente de Transito,Colisión,"14.07592382326587, -87.185022905649",14.07592382326587,-87.185022905649
2024-01-06T00:03:07.805Z,Olancho ,Catacamas ,2024-01-05T19:04:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.837223289287394, -85.89833604735257",14.837223289287394,-85.89833604735257
2024-01-06T00:10:22.13Z,Francisco Morazan ,Distrito Central,2024-01-05T22:18:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.09660965320016, -87.22465652630488",14.09660965320016,-87.22465652630488
2024-01-06T00:10:34.394Z,Francisco Morazan ,Distrito Central,2024-01-05T21:23:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.094956205632865, -87.20951197161061",14.094956205632865,-87.20951197161061
2024-01-06T00:13:49.194Z,Olancho ,Juticalpa ,2024-01-05T19:43:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.624956763346974, -86.22557757662018",14.624956763346974,-86.22557757662018
2024-01-06T00:17:29.415Z,Comayagua ,Ojos de Agua ,2024-01-05T21:56:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.83480143036618, -87.66460990868696",14.83480143036618,-87.66460990868696
2024-01-06T00:21:01.16Z,El Paraiso ,Danlí,2024-01-05T22:43:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.009051172595326, -86.58640723076107",14.009051172595326,-86.58640723076107
2024-01-06T00:22:45.183Z,Olancho ,Juticalpa ,2024-01-05T21:32:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.661301436467744, -86.22805460734025",14.661301436467744,-86.22805460734025
2024-01-06T00:27:31.418Z,Comayagua ,Ojos de Agua ,2024-01-05T21:56:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.602311775731394, -87.93879188549907",14.602311775731394,-87.93879188549907
2024-01-06T00:27:59.14Z,Olancho ,Juticalpa ,2024-01-05T21:44:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.65558738509362, -86.21278814837139",14.65558738509362,-86.21278814837139
2024-01-06T00:29:56.418Z,Francisco Morazan ,Distrito Central,2024-01-05T18:47:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.082820922721655, -87.21875067922092",14.082820922721655,-87.21875067922092
2024-01-06T00:34:11.887Z,Francisco Morazan ,Distrito Central,2024-01-05T19:36:00Z,Delitos Contra La Propiedad,Robo A Vivienda,"14.110819157463608, -87.20870154141429",14.110819157463608,-87.20870154141429
2024-01-06T00:34:27.853Z,Francisco Morazan ,Distrito Central,2024-01-05T21:04:00Z,Delitos Contra La Propiedad,Hurto De Vehículo,"14.061385682346184, -87.16622879093161",14.061385682346184,-87.16622879093161
2024-01-06T00:45:29.514Z,Olancho ,Juticalpa ,2024-01-05T21:32:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.661198008252988, -86.22821713819886",14.661198008252988,-86.22821713819886
2024-01-06T00:45:37.806Z,Francisco Morazan ,Distrito Central,2024-01-05T19:12:00Z,Incendio,Zacatera,"14.091170672487534, -87.24879081252175",14.091170672487534,-87.24879081252175
2024-01-06T00:51:10.872Z,Francisco Morazan ,Ojojona ,2024-01-05T22:04:00Z,Delitos Contra La Propiedad,Robo A Vivienda,"13.936941040129504, -87.29339364649677",13.936941040129504,-87.29339364649677
2024-01-06T01:09:54.009Z,Comayagua ,Comayagua ,2024-01-05T21:54:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.448041370262843, -87.63901348675734",14.448041370262843,-87.63901348675734
2024-01-06T01:17:34.033Z,Francisco Morazan ,Distrito Central,2024-01-05T21:01:00Z,Accidente de Transito,Colisión,"14.109279208334462, -87.20598533120392",14.109279208334462,-87.20598533120392
2024-01-06T01:22:19.112Z,Francisco Morazan ,Distrito Central,2024-01-05T21:11:00Z,Emergencia Medica,Emergencia Médica,"14.057644969518014, -87.22770785628018",14.057644969518014,-87.22770785628018
2024-01-06T01:28:58.904Z,Francisco Morazan ,Distrito Central,2024-01-05T21:12:00Z,Accidente de Transito,Colisión,"14.106041814326302, -87.20568505173303",14.106041814326302,-87.20568505173303
2024-01-06T01:44:05.909Z,Francisco Morazan ,Distrito Central,2024-01-05T23:57:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.042478126668255, -87.2224588106572",14.042478126668255,-87.2224588106572
2024-01-06T01:49:30.743Z,El Paraiso ,Danlí,2024-01-05T23:32:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.058955003564034, -86.57575860629926",14.058955003564034,-86.57575860629926
2024-01-06T01:54:01.252Z,Comayagua ,Comayagua ,2024-01-05T23:26:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.44806484314975, -87.64601781584463",14.44806484314975,-87.64601781584463
2024-01-06T02:00:14.1Z,Comayagua ,Ojos de Agua ,2024-01-05T23:24:00Z,Delitos Contra La Propiedad,Robo A Vivienda,"14.854359720002597, -87.64698103117185",14.854359720002597,-87.64698103117185
2024-01-06T02:13:59.562Z,El Paraiso ,Yauyupe ,2024-01-05T23:43:00Z,Emergencia Medica,Emergencia Médica,"13.755369861456103, -87.07390667920346",13.755369861456103,-87.07390667920346
2024-01-06T02:20:53.842Z,Francisco Morazan ,Distrito Central,2024-01-05T23:33:00Z,Incendio,Estructural,"14.001166930003093, -87.23714805106641",14.001166930003093,-87.23714805106641
2024-01-06T02:52:50.309Z,Francisco Morazan ,Distrito Central,2024-01-06T00:51:00Z,Accidente de Transito,Volcamiento,"14.089596244034096, -87.19327218178628",14.089596244034096,-87.19327218178628
2024-01-06T03:41:01.615Z,Francisco Morazan ,Distrito Central,2024-01-06T02:19:00Z,Accidente de Transito,Volcamiento,"14.123610472786119, -87.13649653894407",14.123610472786119,-87.13649653894407
2024-01-06T03:46:41.776Z,Comayagua ,Lejamaní ,2024-01-06T02:08:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.367304754231162, -87.70692310560081",14.367304754231162,-87.70692310560081
2024-01-06T03:50:30.394Z,Olancho ,Catacamas ,2024-01-06T02:52:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.842733651942261, -85.88500310494994",14.842733651942261,-85.88500310494994
2024-01-06T03:57:30.901Z,Olancho ,Juticalpa ,2024-01-06T02:49:00Z,Emergencia Medica,Emergencia Médica,"14.656048991467072, -86.21360178773557",14.656048991467072,-86.21360178773557
2024-01-06T04:51:05.315Z,Francisco Morazan ,Distrito Central,2024-01-06T01:44:00Z,Emergencia Medica,Emergencia Médica,"13.98812431848205, -87.19895931885495",13.98812431848205,-87.19895931885495
2024-01-06T05:04:29.563Z,La Paz ,Santa Elena ,2024-01-06T01:07:00Z,Emergencia Medica,Emergencia Médica,"14.0683614611717, -88.14352521566721",14.0683614611717,-88.14352521566721
2024-01-06T05:51:43.999Z,Francisco Morazan ,Distrito Central,2024-01-06T03:03:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.105118602732386, -87.19920353074929",14.105118602732386,-87.19920353074929
2024-01-06T05:54:11.921Z,Olancho ,Campamento ,2024-01-06T04:27:00Z,Accidente de Transito,Atropello,"14.548976658100434, -86.66851006203419",14.548976658100434,-86.66851006203419
2024-01-06T05:57:04.483Z,Comayagua ,Siguatepeque ,2024-01-06T03:13:00Z,Emergencia Medica,Emergencia Médica,"14.599134791274455, -87.83170002238997",14.599134791274455,-87.83170002238997
2024-01-06T06:36:40.301Z,El Paraiso ,Danlí,2024-01-06T05:58:00Z,Delitos Contra La Propiedad,Hurto A Vivienda,"14.037795927392228, -86.57494816355269",14.037795927392228,-86.57494816355269
2024-01-06T06:40:52.256Z,Francisco Morazan ,Distrito Central,2024-01-06T05:24:00Z,Accidente de Transito,Choque,"14.060608250377644, -87.23419508268958",14.060608250377644,-87.23419508268958
2024-01-06T06:43:56.621Z,Francisco Morazan ,Distrito Central,2024-01-06T06:02:00Z,Emergencia Medica,Teleconsulta,"14.108425744631493, -87.16256470717444",14.108425744631493,-87.16256470717444
2024-01-06T07:37:31.129Z,La Paz ,La Paz ,2024-01-06T06:35:00Z,Delitos Contra La Propiedad,Hurto De Vehículo,"14.327046994620055, -87.67301543030138",14.327046994620055,-87.67301543030138
2024-01-06T07:54:22.784Z,Olancho ,Catacamas ,2024-01-06T07:00:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.844424813542942, -85.87948347500834",14.844424813542942,-85.87948347500834
2024-01-06T08:15:12.239Z,Comayagua ,Siguatepeque ,2024-01-06T07:00:00Z,Accidente de Transito,Colisión,"14.590514851436911, -87.85869320037983",14.590514851436911,-87.85869320037983
2024-01-06T09:19:02.993Z,Francisco Morazan ,Distrito Central,2024-01-06T07:51:00Z,Accidente de Transito,Colisión,"13.918263, -87.243101",13.918263,-87.243101
2024-01-06T09:24:31.159Z,Comayagua ,Taulabé ,2024-01-06T07:32:00Z,Accidente de Transito,Despiste,"14.667330131364777, -87.98652301532572",14.667330131364777,-87.98652301532572
2024-01-06T09:25:02.995Z,Francisco Morazan ,Distrito Central,2024-01-06T07:14:00Z,Emergencia Medica,Teleconsulta,"14.093187252035237, -87.2679510070988",14.093187252035237,-87.2679510070988
2024-01-06T09:28:33.956Z,Comayagua ,Comayagua ,2024-01-06T08:09:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.44849385719764, -87.64533975450769",14.44849385719764,-87.64533975450769
2024-01-06T09:30:57.432Z,Francisco Morazan ,Distrito Central,2024-01-06T06:54:00Z,Emergencia Medica,Emergencia Médica,"14.103004051900898, -87.241377923071",14.103004051900898,-87.241377923071
2024-01-06T09:32:22.097Z,Olancho ,Catacamas ,2024-01-06T08:22:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.843537499958968, -85.87870973156816",14.843537499958968,-85.87870973156816
